DateSim,Amphoe_ID,Amphoe,Province_ID,Province,DateForecast,Rainfall,Watersupply,Reservoir,WaterDemand,WaterBalance,DroughtIndex,RunoffIndex
01/01/2023,5804,แม่สะเรียง,58,แม่ฮ่องสอน,Forecastmon37,4.325,17.4846,100.0,98.00909999999999,80.52459999999999,0,3
01/01/2023,5805,แม่ลาน้อย,58,แม่ฮ่องสอน,Forecastmon37,4.325,0.396,100.0,113.2089,112.81290000000001,3,3
01/01/2023,6201,เมืองกำแพงเพชร,62,กำแพงเพชร,Forecastmon37,3.8307,7489.6688,100.0,523.1538,-6966.515,3,3
01/01/2023,6206,พรานกระต่าย,62,กำแพงเพชร,Forecastmon37,3.46,4.2962,100.0,260.1687,255.8725,0,3
01/01/2023,6211,โกสัมพีนคร,62,กำแพงเพชร,Forecastmon37,3.7603583,3843.2418000000002,100.0,2723.9301,-1119.3115999999998,3,3
01/01/2023,6301,เมืองตาก,63,ตาก,Forecastmon37,3.6137285,20535.8978,100.0,7830.3967,-12705.5015,3,3
01/01/2023,6302,บ้านตาก,63,ตาก,Forecastmon37,3.9672744,13064.0495,100.0,7569.3666,-5494.682900000001,3,3
01/01/2023,6303,สามเงา,63,ตาก,Forecastmon37,3.4338336,37099.4997,100.0,1331.0281,-35768.4712,3,3
01/01/2023,6304,แม่ระมาด,63,ตาก,Forecastmon37,4.325,2.1761,100.0,113.91489999999999,111.7388,0,3
01/01/2023,6309,วังเจ้า,63,ตาก,Forecastmon37,3.89867,232.94310000000002,100.0,1398.5456000000001,1165.6026,0,3
01/01/2024,5001,เมืองเชียงใหม่,50,เชียงใหม่,Forecastmon49,0.0,26.3596,100.0,2740.5683,2714.2088,0,3
01/01/2024,5002,จอมทอง,50,เชียงใหม่,Forecastmon49,0.0,12036.3413,100.0,7033.8187,-5002.5227,3,3
01/01/2024,5003,แม่แจ่ม,50,เชียงใหม่,Forecastmon49,0.0,2580.3473000000004,100.0,5136.5077,2556.1603,3,3
01/01/2024,5004,เชียงดาว,50,เชียงใหม่,Forecastmon49,0.0,315.6528,100.0,4544.3008,4228.6481,3,3
01/01/2024,5005,ดอยสะเก็ด,50,เชียงใหม่,Forecastmon49,0.0,63.4709,100.0,12302.0903,12238.6192,0,3
01/01/2024,5006,แม่แตง,50,เชียงใหม่,Forecastmon49,0.0,3003.8642,100.0,13467.1599,10463.2953,3,3
01/01/2024,5007,แม่ริม,50,เชียงใหม่,Forecastmon49,0.0,1449.5886,100.0,4848.6485,3399.0597000000002,3,3
01/01/2024,5008,สะเมิง,50,เชียงใหม่,Forecastmon49,0.0,81.9001,100.0,845.8108,763.9104,3,3
01/01/2024,5011,พร้าว,50,เชียงใหม่,Forecastmon49,0.0,302.8279,100.0,5179.7248,4876.8972,0,3
01/01/2024,5012,สันป่าตอง,50,เชียงใหม่,Forecastmon49,0.0,2196.7174999999997,100.0,10561.7026,8364.9852,3,3
01/01/2024,5013,สันกำแพง,50,เชียงใหม่,Forecastmon49,0.0,510.3696,100.0,8072.4839,7562.114,0,3
01/01/2024,5014,สันทราย,50,เชียงใหม่,Forecastmon49,0.0,2173.9716,100.0,11848.0546,9674.0826,3,3
01/01/2024,5015,หางดง,50,เชียงใหม่,Forecastmon49,0.0,99.7301,100.0,8505.1287,8405.3991,0,3
01/01/2024,5016,ฮอด,50,เชียงใหม่,Forecastmon49,0.0,6317.804700000001,100.0,4449.9869,-1867.8178000000003,3,3
01/01/2024,5017,ดอยเต่า,50,เชียงใหม่,Forecastmon49,0.0,24541.9243,100.0,6460.1698,-18081.755100000002,3,3
01/01/2024,5018,อมก๋อย,50,เชียงใหม่,Forecastmon49,0.0,1156.1352000000002,100.0,5727.6350999999995,4571.4994,3,3
01/01/2024,5019,สารภี,50,เชียงใหม่,Forecastmon49,0.0,1572.5129000000002,100.0,7246.6491,5674.1358,0,3
01/01/2024,5020,เวียงแหง,50,เชียงใหม่,Forecastmon49,0.0,3.1177,100.0,407.6608,404.543,0,3
01/01/2024,5021,ไชยปราการ,50,เชียงใหม่,Forecastmon49,0.0,0.2703,100.0,74.8761,74.6057,0,3
01/01/2024,5022,แม่วาง,50,เชียงใหม่,Forecastmon49,0.0,364.771,100.0,2960.9321,2596.1611000000003,3,3
01/01/2024,5023,แม่ออน,50,เชียงใหม่,Forecastmon49,0.0,54.6528,100.0,4796.1803,4741.5274,0,3
01/01/2024,5024,ดอยหล่อ,50,เชียงใหม่,Forecastmon49,0.0,1323.5611999999999,100.0,3474.0096,2150.4485999999997,3,3
01/01/2024,5025,กัลยาณิวัฒนา,50,เชียงใหม่,Forecastmon49,0.0,17.8321,100.0,2340.1874,2322.3554,3,3
01/01/2024,5101,เมืองลำพูน,51,ลำพูน,Forecastmon49,0.0,1136.1724,100.0,12460.7267,11324.5541,3,3
01/01/2024,5102,แม่ทา,51,ลำพูน,Forecastmon49,0.0,2.0217,100.0,1154.3335,1152.3121,0,3
01/01/2024,5103,บ้านโฮ่ง,51,ลำพูน,Forecastmon49,0.0,1716.3856999999998,100.0,2632.6599,916.2740999999999,3,3
01/01/2024,5104,ลี้,51,ลำพูน,Forecastmon49,0.0,15121.1151,100.0,7423.5403,-7697.574899999999,3,3
01/01/2024,5105,ทุ่งหัวช้าง,51,ลำพูน,Forecastmon49,0.0,4.0268999999999995,100.0,1279.8996,1275.8727,3,3
01/01/2024,5106,ป่าซาง,51,ลำพูน,Forecastmon49,0.0,2882.4804,100.0,4583.4989000000005,1701.0187,3,3
01/01/2024,5107,บ้านธิ,51,ลำพูน,Forecastmon49,0.0,291.79569999999995,100.0,1667.0805,1375.2848,0,3
